Tracker_ID,Wave,Phase,Workstream,Priority,Risk_Level,Owner_Role,Environment,Status,Task_Name,Detailed_Action,Completion_Criteria,Acceptance_Evidence,Dependency_Prerequisite,Validation_Method,Output_Artifact,Source_Path,Related_Source_Paths,Package_Top_Level_Directory,Autonomous_Execution_Mode,Human_Input_Allowed,Human_Work_Allowed,Codex_Desktop_Action,QA_Strictness,Visual_Review_Required,Visual_Review_Method,Test_Required,Runtime_Proof_Required,EC2_Allowed,Preview_Required,Final_Render_Gate,Evidence_Path,Citation_File,Citation_Full_Path,Citation_Section,Citation_Line_Start,Citation_Line_End,Citation_Excerpt,Source_Package,Source_Type,Source_Item_ID,Blocker_Policy,Rerun_Policy,Status_Decision,Notes,Source_Key,Source_File_Relative,Coverage_Level,Coverage_Audit_Status,Ultra_Source_Coverage_Record
W64-MI-TRK-242,Wave64,MI-05,W64-MI-OBS,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,Contextual Model Performance Profile and Living Report Card,"Aggregate eligible observations by exact capability bucket with sample counts, confidence intervals, response envelopes, success/failure modes, drift risks, recommended uses, and exclusions.","Reports distinguish metadata priors, qualification trials, production observations, reviewer opinions, and certified facts and preserve all source evidence.","Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row054, Row063, Row209, Row211, Row225, Row227, Row233, Row236, Row241, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-242 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,"aggregation, confidence, provenance, and sparse-bucket tests",Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row242,575,581,Contextual Model Performance Profile and Living Report Card,wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-242,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-242,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-TRK-243,Wave64,MI-05,W64-MI-OBS,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,Append-Only Evidence Recalculation and Continual Learning Job,Recalculate profiles and ranking features from eligible immutable observations through versioned batch jobs rather than mutable online self-training.,"A production run cannot directly rewrite its own score; updates are reproducible, leakage-checked, reversible, and separated from holdout evaluation.","Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row043, Row048, Row051, Row062, Row198, Row202, Row207, Row211, Row224, Row239, Row241, Row242, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-243 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,"rebuild, idempotency, holdout leakage, and rollback tests",Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row243,583,589,Append-Only Evidence Recalculation and Continual Learning Job,wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-243,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-243,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-TRK-244,Wave64,MI-05,W64-MI-OBS,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,"Behavior Drift, Regression, Suspension, Revocation, and Rollback","Detect model, workflow, runtime, dependency, prompt-template, data, reviewer, and workload drift and bind affected certificates, routes, cached results, and fallbacks.",Critical drift suspends new selection immediately; requalification or rollback restores authority without rewriting prior decisions.,"Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row047, Row048, Row049, Row054, Row059, Row063, Row152, Row200, Row207, Row208, Row212, Row224, Row236, Row242, Row243, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-244 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,"drift injection, blast-radius, revocation, and rollback tests",Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row244,591,597,"Behavior Drift, Regression, Suspension, Revocation, and Rollback",wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-244,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-244,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-TRK-245,Wave64,MI-06,W64-MI-LLM,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,"Autonomous Planner, Prompt, Router-Advisor, Reviewer, and Summarizer Role Contracts","Define bounded planner, prompt composer, retrieval analyst, router advisor, defect classifier, VLM critic, audio critic, report writer, and summarizer inputs and outputs.","Every role has exact authority, tools, context budget, schemas, escalation, and prohibited actions; no role promotes its own proposal or observation.","Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row150, Row197, Row201, Row203, Row224, Row228, Row237, Row241, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-245 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,role-routing and forbidden-authority tests,Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row245,599,605,"Autonomous Planner, Prompt, Router-Advisor, Reviewer, and Summarizer Role Contracts",wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-245,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-245,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-TRK-246,Wave64,MI-06,W64-MI-LLM,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,"Registry-Grounded RAG, Evidence Bundle, and Context Memory Contract","Retrieve only versioned packages, model cards, certificates, benchmark results, failures, current run state, and policy records with citations, freshness, conflict, and compaction metadata.","The LLM sees a bounded evidence packet rather than the whole library; missing or conflicting evidence causes uncertainty, alternatives, or abstention rather than invention.","Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row051, Row054, Row198, Row202, Row203, Row207, Row225, Row228, Row242, Row245, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-246 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,"retrieval, injection, stale evidence, conflict, and context-limit tests",Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row246,607,613,"Registry-Grounded RAG, Evidence Bundle, and Context Memory Contract",wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-246,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-246,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-TRK-247,Wave64,MI-06,W64-MI-LLM,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,"Schema-Constrained Proposal, Prompt Package, Tool Gateway, and Policy Decision","Require typed planner proposals, prompt packages, reviewer observations, tool actions, policy decisions, uncertainty, evidence IDs, alternatives, and denied-action records.","Invalid IDs, unsupported claims, arbitrary paths, unallowlisted workflows, credential access, registry mutation, and promotion attempts fail deterministically.","Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row035, Row048, Row049, Row051, Row062, Row197, Row201, Row202, Row203, Row224, Row245, Row246, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-247 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,"malformed output, hallucinated ID, path, injection, and authorization tests",Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row247,615,621,"Schema-Constrained Proposal, Prompt Package, Tool Gateway, and Policy Decision",wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-247,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-247,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-TRK-248,Wave64,MI-06,W64-MI-LLM,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,"Exact Self-Hosted Role Stack, Benchmark, Shadow, and Activation Control","Register model, revision, runtime, quantization, chat template, parser, context, batching, hardware, fallback, and role-specific benchmark certificates.","Only a role-qualified exact stack activates; planner and reviewer changes run in shadow, preserve prior decisions, and cannot silently change route or promotion behavior.","Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row044, Row054, Row063, Row201, Row202, Row203, Row204, Row205, Row208, Row210, Row211, Row245, Row246, Row247, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-248 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,"held-out role, load, failover, shadow, drift, and rollback proof",Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row248,623,629,"Exact Self-Hosted Role Stack, Benchmark, Shadow, and Activation Control",wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-248,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-248,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-TRK-249,Wave64,MI-07,W64-MI-QA,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,"Deterministic, Perceptual, VLM, Audio-Critic, and Playback QA Ensemble","Evaluate technical validity, effect accuracy, target fidelity, identity, anatomy, preservation, mask leakage, temporal behavior, audio quality, sync, resource stability, and lineage.","Hard facts remain deterministic, critics emit scoped observations with uncertainty, and no single scalar or reviewer overrides a hard failure.","Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row016, Row017, Row018, Row021, Row030, Row032, Row033, Row034, Row060, Row103, Row106, Row131, Row141, Row209, Row211, Row233, Row234, Row241, Row245, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-249 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,"adjudicated image, video, audio, and AV panels",Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row249,631,637,"Deterministic, Perceptual, VLM, Audio-Critic, and Playback QA Ensemble",wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-249,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-249,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-TRK-250,Wave64,MI-07,W64-MI-QA,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,"Baseline, Counterfactual, Ablation, and Stack Attribution Protocol","Compare no-adapter baselines, matched seeds, component ablations, alternative bundles, strength curves, and protected outputs to isolate actual model contribution.","A model receives credit or blame only where the experiment can attribute the change; checkpoint, prompt, seed, mask, and stack confounding are recorded.","Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row063, Row167, Row172, Row176, Row209, Row211, Row231, Row233, Row234, Row235, Row241, Row249, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-250 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,"paired comparison, ablation, and confound tests",Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row250,639,645,"Baseline, Counterfactual, Ablation, and Stack Attribution Protocol",wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-250,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-250,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-TRK-251,Wave64,MI-07,W64-MI-QA,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,"Critic Calibration, Disagreement, Bias, and Adjudication Control","Measure false accept/reject rates, region and modality coverage, reviewer-version effects, uncertainty calibration, disagreement, and escalation against held-out adjudicated cases.",Reviewer observations remain candidate evidence until calibration and policy authorize their exact use; disagreement is retained rather than averaged away.,"Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row060, Row063, Row203, Row204, Row209, Row210, Row211, Row245, Row248, Row249, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-251 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,blinded held-out calibration and disagreement tests,Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row251,647,653,"Critic Calibration, Disagreement, Bias, and Adjudication Control",wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-251,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-251,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-TRK-252,Wave64,MI-07,W64-MI-QA,P0,CRITICAL,Autonomous_Model_Intelligence_Control_Plane,Local_Then_Certified_Target_Runtime,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,"Selection Decision Audit, Model Report, and Promotion Gate","Package candidate exclusions, rank features, uncertainty, selected bundle, execution, QA, comparison, observation, performance delta, certificate, and policy outcome.","Every future run can explain why a model was selected, how it behaved, what changed in its report, and whether the evidence may affect future selection.","Hash-bound schema, registry, tests, runtime evidence, QA, and policy decision as applicable","Row035, Row043, Row051, Row054, Row059, Row063, Row150, Row156, Row167, Row168, Row198, Row209, Row211, Row236, Row239, Row241, Row242, Row249, Row250, Row251, ActivationGate=wave64_model_library_download_readiness_gate_v1",Static validators plus scoped runtime and multimodal QA,W64-MI-252 evidence and implementation package,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Wave30 source snapshot; Wave64 Rows165-220,Plan,Deferred_Until_Complete_Download_Inventory_And_Main_Task_Acknowledgement,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,Implement_Validate_Review_And_Record_Evidence,Hard_Gate_High_Assurance,Yes,complete decision-packet replay and audit,Yes,Yes,Yes_When_Explicitly_Routed,Yes_For_Media_And_UI,Applicable_To_Media_Qualification,Plan/Instructions/QA/Evidence/Wave64/Model_Intelligence/,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row252,655,661,"Selection Decision Audit, Model Report, and Promotion Gate",wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,W64-MI-252,Typed_Blocker_No_Silent_Substitution,Material_Hypothesis_Or_Transient_No_Output_Replay,Deferred_Pending_Model_Library_Activation_Gate,"Do not infer model or LLM qualification from planning validation. No model-library execution is authorized until the complete-download, inventory-verification, and main-task acknowledgement gate passes.",W64-MI-TRK-252,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
