Tracker_ID,Wave,Phase,Workstream,Priority,Risk_Level,Owner_Role,Environment,Status,Task_Name,Detailed_Action,Completion_Criteria,Acceptance_Evidence,Dependency_Prerequisite,Validation_Method,Output_Artifact,Source_Path,Related_Source_Paths,Package_Top_Level_Directory,Autonomous_Execution_Mode,Human_Input_Allowed,Human_Work_Allowed,Codex_Desktop_Action,QA_Strictness,Visual_Review_Required,Visual_Review_Method,Test_Required,Runtime_Proof_Required,EC2_Allowed,Preview_Required,Final_Render_Gate,Evidence_Path,Citation_File,Citation_Full_Path,Citation_Section,Citation_Line_Start,Citation_Line_End,Citation_Excerpt,Source_Package,Source_Type,Source_Item_ID,Blocker_Policy,Rerun_Policy,Status_Decision,Notes,Source_Key,Source_File_Relative,Coverage_Level,Coverage_Audit_Status,Ultra_Source_Coverage_Record
TRK-050967,49,Wave 49 — Ultra Blueprint Source Coverage,Codex Desktop Autonomous Execution,P0,HIGH,Codex Desktop Autonomous Agent,local_repo_plan,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Prompt patching,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE15_BASE_GENERATION_PROMPT_AND_NEGATIVE_CONTRACTS.md lines 30-32. No human input or manual work is allowed.","Codex can complete or block the item without human input, with retry/blocker policy and evidence logs.","Autonomous execution log, retry log, blocker report, validation evidence",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,autonomous_plan_check|no_human_dependency_check|retry_policy|blocker_recording|full_log_evidence,codex_desktop_autonomous_orchestrator,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE15_BASE_GENERATION_PROMPT_AND_NEGATIVE_CONTRACTS.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE15_BASE_GENERATION_PROMPT_AND_NEGATIVE_CONTRACTS.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=08ddca5521e160cc",STRICT,FALSE,Not required unless generated artifact becomes visual,TRUE,TRUE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\08ddca5521e160cc.json,02_TARGET_ARCHITECTURE\WAVE15_BASE_GENERATION_PROMPT_AND_NEGATIVE_CONTRACTS.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE15_BASE_GENERATION_PROMPT_AND_NEGATIVE_CONTRACTS.md,Prompt patching,30,32,## Prompt patching The orchestrator patches prompt nodes using named patch targets. It must preserve the original workflow file and write a new patched execution copy for each run.,Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-08ddca5521e160cc,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,08ddca5521e160cc,02_TARGET_ARCHITECTURE/WAVE15_BASE_GENERATION_PROMPT_AND_NEGATIVE_CONTRACTS.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-050992,49,Wave 49 — Ultra Blueprint Source Coverage,Codex Desktop Autonomous Execution,P0,HIGH,Codex Desktop Autonomous Agent,local_repo_plan,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Stop condition,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE16_BASE_PRESERVATION_AND_DRIFT_PREVENTION.md lines 63-65. No human input or manual work is allowed.","Codex can complete or block the item without human input, with retry/blocker policy and evidence logs.","Autonomous execution log, retry log, blocker report, validation evidence",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,autonomous_plan_check|no_human_dependency_check|retry_policy|blocker_recording|full_log_evidence,codex_desktop_autonomous_orchestrator,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE16_BASE_PRESERVATION_AND_DRIFT_PREVENTION.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE16_BASE_PRESERVATION_AND_DRIFT_PREVENTION.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=d2f9fa477ca928bf",STRICT,FALSE,Not required unless generated artifact becomes visual,TRUE,TRUE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\d2f9fa477ca928bf.json,02_TARGET_ARCHITECTURE\WAVE16_BASE_PRESERVATION_AND_DRIFT_PREVENTION.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE16_BASE_PRESERVATION_AND_DRIFT_PREVENTION.md,Stop condition,63,65,"## Stop condition If the same high-severity drift repeats twice, the system stops instead of endlessly rerunning. The failure is returned to the Scene Director and Orchestrator for a new plan.",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-d2f9fa477ca928bf,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,d2f9fa477ca928bf,02_TARGET_ARCHITECTURE/WAVE16_BASE_PRESERVATION_AND_DRIFT_PREVENTION.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-051018,49,Wave 49 — Ultra Blueprint Source Coverage,Codex Desktop Autonomous Execution,P0,HIGH,Codex Desktop Autonomous Agent,local_repo_plan,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Planned,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE16_REFINE_PROMOTION_LIFECYCLE.md lines 16-19. No human input or manual work is allowed.","Codex can complete or block the item without human input, with retry/blocker policy and evidence logs.","Autonomous execution log, retry log, blocker report, validation evidence",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,autonomous_plan_check|no_human_dependency_check|retry_policy|blocker_recording|full_log_evidence,codex_desktop_autonomous_orchestrator,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE16_REFINE_PROMOTION_LIFECYCLE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE16_REFINE_PROMOTION_LIFECYCLE.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=189bd868acedb465",STRICT,FALSE,Not required unless generated artifact becomes visual,TRUE,TRUE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\189bd868acedb465.json,02_TARGET_ARCHITECTURE\WAVE16_REFINE_PROMOTION_LIFECYCLE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE16_REFINE_PROMOTION_LIFECYCLE.md,Planned,16,19,## Planned The Scene Director and Orchestrator decide whether a refine pass is needed.,Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-189bd868acedb465,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,189bd868acedb465,02_TARGET_ARCHITECTURE/WAVE16_REFINE_PROMOTION_LIFECYCLE.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-051033,49,Wave 49 — Ultra Blueprint Source Coverage,Codex Desktop Autonomous Execution,P0,HIGH,Codex Desktop Autonomous Agent,local_repo_plan,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Wave 17 — Orchestrator and Rerun Loop,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md lines 1-2. No human input or manual work is allowed.","Codex can complete or block the item without human input, with retry/blocker policy and evidence logs.","Autonomous execution log, retry log, blocker report, validation evidence",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,autonomous_plan_check|no_human_dependency_check|retry_policy|blocker_recording|full_log_evidence,codex_desktop_autonomous_orchestrator,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=d1b7927074a4009b",STRICT,FALSE,Not required unless generated artifact becomes visual,TRUE,TRUE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\d1b7927074a4009b.json,02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md,Wave 17 — Orchestrator and Rerun Loop,1,2,# Wave 17 — Orchestrator and Rerun Loop,Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-d1b7927074a4009b,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,d1b7927074a4009b,02_TARGET_ARCHITECTURE/WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-051035,49,Wave 49 — Ultra Blueprint Source Coverage,Codex Desktop Autonomous Execution,P0,HIGH,Codex Desktop Autonomous Agent,local_repo_plan,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Rerun decision rules,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md lines 15-22. No human input or manual work is allowed.","Codex can complete or block the item without human input, with retry/blocker policy and evidence logs.","Autonomous execution log, retry log, blocker report, validation evidence",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,autonomous_plan_check|no_human_dependency_check|retry_policy|blocker_recording|full_log_evidence,codex_desktop_autonomous_orchestrator,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=15f04abf35674a44",STRICT,FALSE,Not required unless generated artifact becomes visual,TRUE,TRUE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\15f04abf35674a44.json,02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md,Rerun decision rules,15,22,"## Rerun decision rules - If target region did not improve, rerun with slightly higher denoise only if identity and pose are stable. - If identity or pose drifted, rerun lower denoise with stronger exclusion masks. - If mask edge is visible, rerun with stronger feather/blur and edge cleanup. - If body merges with another character, stop and require",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-15f04abf35674a44,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,15f04abf35674a44,02_TARGET_ARCHITECTURE/WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-051036,49,Wave 49 — Ultra Blueprint Source Coverage,Codex Desktop Autonomous Execution,P0,HIGH,Codex Desktop Autonomous Agent,local_repo_plan,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Stop conditions,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md lines 23-31. No human input or manual work is allowed.","Codex can complete or block the item without human input, with retry/blocker policy and evidence logs.","Autonomous execution log, retry log, blocker report, validation evidence",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,autonomous_plan_check|no_human_dependency_check|retry_policy|blocker_recording|full_log_evidence,codex_desktop_autonomous_orchestrator,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=6b68eb10a0bd9381",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,TRUE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\6b68eb10a0bd9381.json,02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md,Stop conditions,23,31,"## Stop conditions The orchestrator must stop body correction when: - identity changes, - character count changes, - body merges with another person, - full-image redraw was attempted, - crop cuts the corrected region, - output loses pose/action, - fabric and skin continuity cannot be repaired after allowed reruns.",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-6b68eb10a0bd9381,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,6b68eb10a0bd9381,02_TARGET_ARCHITECTURE/WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-051096,49,Wave 49 — Ultra Blueprint Source Coverage,Codex Desktop Autonomous Execution,P0,HIGH,Codex Desktop Autonomous Agent,local_repo_plan,Ready for Autonomous QA/Proof,"Implement/validate Ultra source section: Wave 19 Fabric Fold, Stretch, Cling, and Wrinkle System","Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE19_FABRIC_FOLD_STRETCH_CLING_WRINKLE_SYSTEM.md lines 1-4. No human input or manual work is allowed.","Codex can complete or block the item without human input, with retry/blocker policy and evidence logs.","Autonomous execution log, retry log, blocker report, validation evidence",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,autonomous_plan_check|no_human_dependency_check|retry_policy|blocker_recording|full_log_evidence,codex_desktop_autonomous_orchestrator,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE19_FABRIC_FOLD_STRETCH_CLING_WRINKLE_SYSTEM.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE19_FABRIC_FOLD_STRETCH_CLING_WRINKLE_SYSTEM.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=e6485fdb9163d50d",STRICT,FALSE,Not required unless generated artifact becomes visual,TRUE,TRUE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\e6485fdb9163d50d.json,02_TARGET_ARCHITECTURE\WAVE19_FABRIC_FOLD_STRETCH_CLING_WRINKLE_SYSTEM.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE19_FABRIC_FOLD_STRETCH_CLING_WRINKLE_SYSTEM.md,"Wave 19 Fabric Fold, Stretch, Cling, and Wrinkle System",1,4,"# Wave 19 Fabric Fold, Stretch, Cling, and Wrinkle System Fabric realism is separated into behavior classes so the orchestrator can choose a controlled pass instead of using loose prompt wording.",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-e6485fdb9163d50d,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,e6485fdb9163d50d,02_TARGET_ARCHITECTURE/WAVE19_FABRIC_FOLD_STRETCH_CLING_WRINKLE_SYSTEM.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-051123,49,Wave 49 — Ultra Blueprint Source Coverage,Codex Desktop Autonomous Execution,P0,HIGH,Codex Desktop Autonomous Agent,local_repo_plan,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Wave 20 Hard Anatomy Orchestrator Rerun Loop,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE20_HARD_ANATOMY_ORCHESTRATOR_RERUN_LOOP.md lines 1-2. No human input or manual work is allowed.","Codex can complete or block the item without human input, with retry/blocker policy and evidence logs.","Autonomous execution log, retry log, blocker report, validation evidence",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,autonomous_plan_check|no_human_dependency_check|retry_policy|blocker_recording|full_log_evidence,codex_desktop_autonomous_orchestrator,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE20_HARD_ANATOMY_ORCHESTRATOR_RERUN_LOOP.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE20_HARD_ANATOMY_ORCHESTRATOR_RERUN_LOOP.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=3c03cec8907e54b1",STRICT,FALSE,Not required unless generated artifact becomes visual,TRUE,TRUE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\3c03cec8907e54b1.json,02_TARGET_ARCHITECTURE\WAVE20_HARD_ANATOMY_ORCHESTRATOR_RERUN_LOOP.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE20_HARD_ANATOMY_ORCHESTRATOR_RERUN_LOOP.md,Wave 20 Hard Anatomy Orchestrator Rerun Loop,1,2,# Wave 20 Hard Anatomy Orchestrator Rerun Loop,Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-3c03cec8907e54b1,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,3c03cec8907e54b1,02_TARGET_ARCHITECTURE/WAVE20_HARD_ANATOMY_ORCHESTRATOR_RERUN_LOOP.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-051124,49,Wave 49 — Ultra Blueprint Source Coverage,Codex Desktop Autonomous Execution,P0,HIGH,Codex Desktop Autonomous Agent,local_repo_plan,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Loop,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE20_HARD_ANATOMY_ORCHESTRATOR_RERUN_LOOP.md lines 3-10. No human input or manual work is allowed.","Codex can complete or block the item without human input, with retry/blocker policy and evidence logs.","Autonomous execution log, retry log, blocker report, validation evidence",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,autonomous_plan_check|no_human_dependency_check|retry_policy|blocker_recording|full_log_evidence,codex_desktop_autonomous_orchestrator,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE20_HARD_ANATOMY_ORCHESTRATOR_RERUN_LOOP.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE20_HARD_ANATOMY_ORCHESTRATOR_RERUN_LOOP.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=8b2e3e5c44abf166",STRICT,FALSE,Not required unless generated artifact becomes visual,TRUE,TRUE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\8b2e3e5c44abf166.json,02_TARGET_ARCHITECTURE\WAVE20_HARD_ANATOMY_ORCHESTRATOR_RERUN_LOOP.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE20_HARD_ANATOMY_ORCHESTRATOR_RERUN_LOOP.md,Loop,3,10,"## Loop 1. detect failed hard-anatomy regions 2. compile crop/detail repair contract 3. execute low-denoise repair pass 4. score local anatomy 5. score global preservation 6. promote, rerun, fallback, or block",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-8b2e3e5c44abf166,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,8b2e3e5c44abf166,02_TARGET_ARCHITECTURE/WAVE20_HARD_ANATOMY_ORCHESTRATOR_RERUN_LOOP.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-051125,49,Wave 49 — Ultra Blueprint Source Coverage,Codex Desktop Autonomous Execution,P0,HIGH,Codex Desktop Autonomous Agent,local_repo_plan,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Rerun limits,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE20_HARD_ANATOMY_ORCHESTRATOR_RERUN_LOOP.md lines 11-14. No human input or manual work is allowed.","Codex can complete or block the item without human input, with retry/blocker policy and evidence logs.","Autonomous execution log, retry log, blocker report, validation evidence",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,autonomous_plan_check|no_human_dependency_check|retry_policy|blocker_recording|full_log_evidence,codex_desktop_autonomous_orchestrator,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE20_HARD_ANATOMY_ORCHESTRATOR_RERUN_LOOP.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE20_HARD_ANATOMY_ORCHESTRATOR_RERUN_LOOP.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=bc31a31612b8ab16",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,TRUE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\bc31a31612b8ab16.json,02_TARGET_ARCHITECTURE\WAVE20_HARD_ANATOMY_ORCHESTRATOR_RERUN_LOOP.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE20_HARD_ANATOMY_ORCHESTRATOR_RERUN_LOOP.md,Rerun limits,11,14,## Rerun limits - Default maximum: 2 local reruns per region. - Never rerun the entire image for a small local defect unless local repair repeatedly fails. - Escalate to base/regional pass only when the crop lacks enough context.,Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-bc31a31612b8ab16,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,bc31a31612b8ab16,02_TARGET_ARCHITECTURE/WAVE20_HARD_ANATOMY_ORCHESTRATOR_RERUN_LOOP.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
